,Title,Platform,Userscore,Comment,Username
54,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"An amazing game for the N64. I am having trouble understanding all of the negative reviews. But (if they could think straight) the authors of the negatives would see that know one gives a crap about their reviews and 1 in 50 agree with them. I first played this game at my friends house and played it a little too long (judging by my bloodshot eyes and red face). After that, I purchased theAn amazing game for the N64. I am having trouble understanding all of the negative reviews. But (if they could think straight) the authors of the negatives would see that know one gives a crap about their reviews and 1 in 50 agree with them. I first played this game at my friends house and played it a little too long (judging by my bloodshot eyes and red face). After that, I purchased the GameCube remake and had just as much fun.",nintendoid13
55,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"It's simply a win. There is nothing else to it. Read whaT EVERYBODY ELSE SAID! They have covered it all. But if you don't get this game, i'll find you.",nonnikchief
56,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"I played this game 13 years after its release and I can say that it definitely deserves a perfect score. Everthing comes together so well the game is very long, has an awesome world with a variety of settings, great puzzles, has a very epic story and ending and one thing that stood out for me is that the game is very rewarding, if one takes ones time exploring, collecting and doing sideI played this game 13 years after its release and I can say that it definitely deserves a perfect score. Everthing comes together so well the game is very long, has an awesome world with a variety of settings, great puzzles, has a very epic story and ending and one thing that stood out for me is that the game is very rewarding, if one takes ones time exploring, collecting and doing side missions one will get stronger and acquire things that simply make the game easier and by the end fight you will actually feel powerful after those many hours spent preparing.One of the best games i have ever played.10/10.",Spartan111
57,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"The Legend of Zelda: Ocarina of Time is definitely the greatest game of all time, even to this day, no one has told a story as well as Nintendo has, and defined gameplay in a way that still stands above everything else all these years",Machofella
58,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"If I had to choose one game to play in my lifetime, this is it, no contest.This is a landmark in not just gaming, but art as a whole, and deserves recognition as such.",dismuter
59,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"One of the greatest of all time, nearly perfect in every way: graphics, sound, story and gameplay. It still retains its value years later with every replay.",pags2011
60,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"aahhh my child hood, brings back memories. this game may not be impressive in terms of today but back then it was a masterpiece and took gaming to whole other level",stopoverrating
61,The Legend of Zelda: Ocarina of Time,Nintendo64,10,the best game of zelda¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡,agentesupremo
62,The Legend of Zelda: Ocarina of Time,Nintendo64,10,"This game is the best rated game of all time: its metascore is 99, and if that's not enough to convince you that this game is amazing, you must really hate video games.",Linkfan
63,The Legend of Zelda: Ocarina of Time,Nintendo64,10, #1 Zelda game EVER!Buy it NOW!The game is PERFECT!!!!,BrennanL.
64,The Legend of Zelda: Ocarina of Time,Nintendo64,10," Well Shlim N. and Bob....I think you need to take my special therapy treatment. First, read ""The Hobbit"" and ""Lord of the Rings"". Then, watch the movie version of ""Lord of the Rings"" and then watch Miyazaki's ""Princess Mononoke"" and ""Spirited Away"". After that, read 13 books on mythology, study about the Medieval Times (NOT just Europe. Read about other countries too!) then play this Well Shlim N. and Bob....I think you need to take my special therapy treatment. First, read ""The Hobbit"" and ""Lord of the Rings"". Then, watch the movie version of ""Lord of the Rings"" and then watch Miyazaki's ""Princess Mononoke"" and ""Spirited Away"". After that, read 13 books on mythology, study about the Medieval Times (NOT just Europe. Read about other countries too!) then play this game and maybe you'll regret your nasty comments about this video game masterpiece. This is easily the most entertaining game of all time. I mean, it entertained my 7-year-old cousin along with her 5-year-old friends and they're impossible to entertain!",LacyM.
